ID,Ten,Mon1,Mon2,Mon3,TongDiem,NV1,NV2
1778,LÊ THỊ THÚY HƯỜNG,7.25,8.5,8.75,24.5,4,5
1779,NGUYỄN NGỌC KHÁNH,7.25,6.5,6.75,20.5,4,5
1780,NGUYỄN QUANG HƯNG,8.25,8.5,8.75,25.5,5,6
1781,NGUYỄN THỊ NGỌC ANH,8.25,9.5,8.75,26.5,3,4
1782,DƯƠNG THU TRANG,9.25,6.5,7.75,23.5,2,3
1783,LÊ THÙY DƯƠNG,6.25,6.5,9.75,22.5,4,5
1784,NGUYỄN ĐỖ ANH QUÂN,8.25,6.5,8.75,23.5,2,3
1785,BÙI MINH HOÀNG,8.25,8.5,9.75,26.5,4,5
1786,LÊ ĐĂNG GIANG TÙNG,9.25,6.5,8.75,24.5,5,6
1787,NGUYỄN THỊ QUỲNH TRANG,6.25,8.5,7.75,22.5,1,2
1788,NGUYỄN THI QUỲNH HOA,8.25,8.5,6.75,23.5,5,6
1789,BÙI THU THẢO,9.25,6.5,6.75,22.5,1,2
1790,VŨ HUYỀN CHÂU,6.25,8.5,8.75,23.5,5,6
1791,NGUYỄN THANH PHƯƠNG,9.25,9.5,6.75,25.5,1,2
1792,NGUYỄN THÁI HÀ,6.25,7.5,6.75,20.5,1,2
1793,ĐÀO ANH TÚ,8.25,6.5,7.75,22.5,4,5
1794,LƯƠNG THỊ PHƯƠNG THẢO,7.25,9.5,9.75,26.5,1,2
1795,NGÔ MINH CHÂU,8.25,9.5,8.75,26.5,1,2
1796,TRẦN THỊ HÀ MY,9.25,6.5,6.75,22.5,1,2
1797,NGUYỄN THU HUYỀN,8.25,7.5,7.75,23.5,3,4
1798,VŨ THÁI HÀ,9.25,6.5,8.75,24.5,3,4
1799,HOÀNG MINH ANH,9.25,7.5,8.75,25.5,4,5
1800,NGUYỄN THỊ PHƯƠNG THẢO,9.25,9.5,9.75,28.5,1,2
1801,TẠ NHẬT LINH,8.25,8.5,7.75,24.5,5,6
1802,NGUYỄN KHÁNH DUY,9.25,7.5,9.75,26.5,3,4
1803,LÊ ÁNH NHẬT,8.25,7.5,6.75,22.5,2,3
1804,NGUYỄN DIỆU LINH,8.25,9.5,6.75,24.5,5,6
1805,NGUYỄN THU UYÊN,8.25,7.5,6.75,22.5,5,6
1806,TRẦN QUANG PHÚC,9.25,6.5,9.75,25.5,3,4
1807,NGUYỄN HẢI HÀ,8.25,9.5,7.75,25.5,3,4
1808,LÊ THỊ LINH CHI,8.25,9.5,8.75,26.5,1,2
1809,KIỀU VIỆT CƯỜNG,7.25,9.5,6.75,23.5,4,5
1810,VŨ NGỌC ÁNH,7.25,9.5,8.75,25.5,3,4
1811,DƯƠNG NGỌC HÀ VI,6.25,9.5,8.75,24.5,4,5
1812,NGUYỄN THU UYÊN,9.25,8.5,6.75,24.5,1,2
1813,NGUYỄN LÊ HUYỀN TRANG,9.25,8.5,8.75,26.5,4,5
1814,NGUYỄN THỊ MINH TÂM,8.25,7.5,9.75,25.5,1,2
1815,LÊ ĐẶNG HỒNG LINH,8.25,8.5,6.75,23.5,4,5
1816,NGUYỄN ĐỨC DƯƠNG,6.25,6.5,6.75,19.5,3,4
1817,KIỀU THỊ HIÊN,7.25,6.5,7.75,21.5,1,2
1818,PHẠM THỊ QUỲNH ANH,8.25,7.5,6.75,22.5,3,4
1819,BÙI MINH THU,8.25,8.5,7.75,24.5,4,5
1820,VŨ THỊ KIM HUẾ,9.25,9.5,6.75,25.5,1,2
1821,NGUYỄN HỮU VIỆT,9.25,6.5,6.75,22.5,2,3
1822,HÀ THỊ HẢI YẾN,9.25,7.5,9.75,26.5,1,2
1823,NGUYỄN ĐỨC THẮNG,6.25,7.5,9.75,23.5,3,4
1824,NGUYỄN THU HẰNG,6.25,9.5,8.75,24.5,1,2
1825,LÊ MINH HOÀNG,7.25,7.5,6.75,21.5,1,2
1826,HOÀNG MINH HOÀNG,7.25,8.5,6.75,22.5,3,4
1827,TRẦN MINH NGUYỆT,8.25,8.5,6.75,23.5,3,4
1828,TRẦN THANH TÚ,6.25,6.5,8.75,21.5,1,2
1829,BÙI NGỌC TRÂM,6.25,9.5,7.75,23.5,3,4
1830,TẠ THỊ VÂN NAM,6.25,8.5,7.75,22.5,4,5
1831,NGUYỄN TRƯỜNG THI,9.25,8.5,7.75,25.5,5,6
1832,PHẠM MINH HIẾU,8.25,6.5,8.75,23.5,2,3
1833,TRẦN THỊ TUYẾT MAI,9.25,8.5,6.75,24.5,5,6
1834,PHẠM NGỌC THIỆN,6.25,9.5,8.75,24.5,4,5
1835,HOÀNG DUY TÀI,8.25,9.5,6.75,24.5,1,2
1836,NGUYỄN ĐỨC DUY,9.25,6.5,8.75,24.5,5,6
1837,NGUYỄN ĐỨC TÂM,7.25,9.5,8.75,25.5,2,3
1838,NGUYỄN THỊ HÀ TRANG,6.25,7.5,7.75,21.5,5,6
1839,NGUYỄN THỊ THỦY,8.25,8.5,9.75,26.5,5,6
1840,HỨA THỊ HẢI YẾN,8.25,8.5,6.75,23.5,2,3
1841,NGUYỄN ĐỨC KHẢI,6.25,7.5,8.75,22.5,1,2
1842,TRẦN THỊ HỒNG NHUNG,8.25,7.5,6.75,22.5,3,4
1843,NGUYỄN THỊ PHƯƠNG CHI,8.25,7.5,7.75,23.5,5,6
1844,NGUYỄN THỊ TRANG,6.25,9.5,9.75,25.5,5,6
1845,LÊ THỊ THÙY DƯƠNG,7.25,9.5,7.75,24.5,3,4
1846,NGÔ THẾ DUYỆT,7.25,7.5,9.75,24.5,2,3
1847,ĐỖ THỊ PHƯƠNG THẢO,9.25,8.5,7.75,25.5,5,6
1848,HOÀNG THỊ THƯƠNG,8.25,7.5,7.75,23.5,4,5
1849,PHẠM THUỲ DUNG,6.25,7.5,6.75,20.5,4,5
1850,TẠ MINH PHƯƠNG,8.25,6.5,7.75,22.5,1,2
1851,TRẦN ĐỨC THẮNG,7.25,6.5,6.75,20.5,3,4
1852,GIANG THỊ THÙY DƯƠNG,7.25,8.5,8.75,24.5,2,3
1853,TRỊNH ANH TUẤN,8.25,8.5,8.75,25.5,3,4
1854,NGUYỄN MINH UYÊN,8.25,7.5,7.75,23.5,1,2
1855,NGUYỄN HỒNG QUÂN,9.25,6.5,7.75,23.5,5,6
1856,HOÀNG NGỌC YẾN,6.25,7.5,8.75,22.5,2,3
1857,ĐÀO THANH BÌNH,7.25,9.5,7.75,24.5,5,6
1858,NGUYỄN VĂN HOÀNG,8.25,7.5,6.75,22.5,5,6
1859,LÊ THỊ THÙY LINH,9.25,7.5,9.75,26.5,5,6
1860,TÔ LAN PHƯƠNG,7.25,7.5,6.75,21.5,3,4
1861,TRẦN HÀ CHI,6.25,7.5,6.75,20.5,1,2
1862,TRẦN MINH PHONG,9.25,8.5,9.75,27.5,4,5
1863,MAI THỊ VÂN ANH,9.25,9.5,9.75,28.5,5,6
1864,TRẦN TRUNG ĐỨC,9.25,7.5,7.75,24.5,3,4
1865,HOÀNG THỊ VÂN ANH,6.25,9.5,6.75,22.5,4,5
1866,PHẠM THỊ LINH NHI,9.25,6.5,8.75,24.5,4,5
1867,NGUYỄN TUẤN ANH,8.25,9.5,9.75,27.5,3,4
1868,HOÀNG THỊ THÙY,9.25,8.5,7.75,25.5,5,6
1869,NGUYỄN MAI TÙNG,8.25,7.5,7.75,23.5,4,5
1870,LÊ THỊ MINH HUYỀN,7.25,6.5,8.75,22.5,4,5
1871,NGUYỄN THỊ THANH TÂM,8.25,6.5,7.75,22.5,3,4
1872,VŨ MINH ĐỨC,6.25,8.5,9.75,24.5,2,3
1873,PHẠM XUÂN ĐẠI,8.25,8.5,6.75,23.5,2,3
1874,NGUYỄN CHÍ LINH,8.25,9.5,8.75,26.5,3,4
1875,PHẠM MINH ANH,7.25,7.5,9.75,24.5,3,4
1876,VƯƠNG THỊ THÙY LINH,6.25,6.5,7.75,20.5,4,5
1877,TRẦN THỊ KIM DUNG,7.25,9.5,6.75,23.5,4,5
1878,TRẦN THỊ THẢO,6.25,8.5,7.75,22.5,4,5
1879,LÊ NGỌC ANH,6.25,6.5,9.75,22.5,1,2
1880,THÁI MINH HIẾU,8.25,7.5,7.75,23.5,1,2
1881,PHẠM THỊ THÚY HIỀN,9.25,9.5,8.75,27.5,2,3
1882,TRẦN THÙY LINH,6.25,7.5,8.75,22.5,3,4
1883,PHẠM THỊ DIỆU LINH,9.25,6.5,7.75,23.5,1,2
1884,NGUYỄN THỊ THANH MINH,8.25,9.5,9.75,27.5,1,2
1885,BÙI THỊ HOA,6.25,9.5,6.75,22.5,3,4
1886,CAO YẾN THẢO,7.25,7.5,9.75,24.5,2,3
1887,TRẦN THỊ MINH NHÌ,6.25,9.5,6.75,22.5,1,2
1888,NGUYỄN THỊ BÉ,7.25,7.5,8.75,23.5,3,4
1889,VŨ THỊ LINH CHI,8.25,7.5,7.75,23.5,4,5
1890,NGUYỄN THỊ HIỀN,9.25,6.5,6.75,22.5,2,3
1891,VŨ MINH PHƯƠNG,9.25,8.5,9.75,27.5,3,4
1892,TRẦN THỊ QUỲNH,7.25,7.5,9.75,24.5,4,5
1893,LÊ THÀNH TRUNG,8.25,7.5,8.75,24.5,2,3
1894,NGUYỄN THỊ NHÀN,9.25,9.5,7.75,26.5,3,4
1895,NGUYỄN ĐỖ TIẾN THÀNH,7.25,7.5,6.75,21.5,1,2
1896,HOÀNG KHẢI HOÀN,7.25,7.5,9.75,24.5,1,2
1897,NGUYỄN ĐĂNG HÀO,9.25,6.5,6.75,22.5,5,6
1898,VŨ THỊ HOÀI LINH,6.25,7.5,7.75,21.5,4,5
1899,NGUYỄN HUYỀN TRANG,9.25,8.5,7.75,25.5,2,3
1900,ĐỖ QUỲNH ANH,6.25,6.5,8.75,21.5,4,5
1901,CAO VIỆT HOÀNG,7.25,9.5,7.75,24.5,3,4
1902,LÊ HUY,6.25,6.5,6.75,19.5,3,4
1903,VŨ MINH PHỤNG,8.25,9.5,8.75,26.5,2,3
1904,PHAN THÀNH TRUNG,7.25,8.5,8.75,24.5,4,5
1905,BÙI ĐỨC THỊNH,7.25,6.5,7.75,21.5,4,5
1906,CAO PHƯƠNG NGA,9.25,9.5,8.75,27.5,2,3
1907,CHU BẢO NGUYÊN,7.25,6.5,6.75,20.5,4,5
1908,NGUYỄN THỊ THU HỒNG,9.25,8.5,6.75,24.5,5,6
1909,NGUYỄN THỊ HỒNG VÂN,9.25,7.5,8.75,25.5,4,5
1910,NGUYỄN THẾ TIẾN,6.25,6.5,7.75,20.5,1,2
1911,LÊ MINH HIẾU,7.25,7.5,7.75,22.5,4,5
1912,NGUYỄN VĂN HUY,7.25,8.5,9.75,25.5,5,6
1913,LÊ XUÂN HÙNG,6.25,8.5,9.75,24.5,4,5
1914,VŨ THỊ THẢO,6.25,7.5,9.75,23.5,4,5
1915,ĐỖ NGÂN HÀ,7.25,9.5,8.75,25.5,3,4
1916,NGÔ THỊ TOÀN,6.25,7.5,6.75,20.5,2,3
1917,NGUYỄN HỮU VINH,9.25,6.5,8.75,24.5,3,4
1918,TÔ THỊ THẮM,9.25,6.5,8.75,24.5,2,3
1919,ĐẬU THỊ CẨM BÌNH,6.25,7.5,8.75,22.5,5,6
1920,MAI HOÀNG NAM,9.25,6.5,6.75,22.5,3,4
1921,NGUYỄN VÂN KHÁNH,8.25,6.5,9.75,24.5,3,4
1922,NGUYỄN NHƯ QUỲNH,8.25,6.5,9.75,24.5,2,3
1923,PHAN THỊ THU PHƯƠNG,9.25,9.5,8.75,27.5,2,3
1924,NGÔ THU HẰNG,9.25,7.5,6.75,23.5,4,5
1925,NGUYỄN ANH TUẤN,6.25,9.5,6.75,22.5,4,5
1926,HOÀNG VIỆT NGÂN ANH,6.25,6.5,8.75,21.5,5,6
1927,NGÔ THỊ THỦY CHUNG,6.25,9.5,9.75,25.5,3,4
1928,TRẦN XUÂN TRƯỜNG,6.25,7.5,6.75,20.5,5,6
1929,ĐÀO NGỌC ANH,9.25,6.5,9.75,25.5,1,2
1930,TRẦN THẾ TÀI,6.25,6.5,7.75,20.5,3,4
1931,PHẠM TRÀ MY,9.25,6.5,6.75,22.5,2,3
1932,NGUYỄN THỊ HÀ,7.25,8.5,6.75,22.5,2,3
1933,TRẦN THỊ TRÀ,8.25,6.5,7.75,22.5,4,5
1934,NGUYỄN NGỌC QUANG MINH,9.25,9.5,8.75,27.5,2,3
1935,NGUYỄN VƯƠNG THÙY ANH,8.25,6.5,9.75,24.5,5,6
1936,LÊ NGỌC HẢI,7.25,6.5,6.75,20.5,3,4
1937,LÊ THỊ THU HUYỀN,6.25,9.5,8.75,24.5,3,4
1938,LÊ MINH QUANG,9.25,8.5,6.75,24.5,4,5
1939,NGUYỄN PHONG HOÀNG,8.25,6.5,8.75,23.5,4,5
1940,NGUYỄN HUY HOÀNG,8.25,9.5,9.75,27.5,3,4
1941,TRẦN THỊ HỒNG HẠNH,7.25,9.5,8.75,25.5,5,6
1942,NGUYỄN MINH HIẾU,6.25,7.5,6.75,20.5,5,6
1943,ĐỖ THỊ MỸ HOA,7.25,9.5,8.75,25.5,1,2
1944,DƯƠNG HẢI NINH,8.25,9.5,6.75,24.5,1,2
1945,NGUYỄN THỊ THẢO,7.25,8.5,6.75,22.5,1,2
1946,NGUYỄN THỊ PHƯƠNG MAI,8.25,9.5,8.75,26.5,2,3
1947,HOÀNG THỊ PHƯƠNG ANH,8.25,6.5,7.75,22.5,4,5
1948,ĐẶNG VŨ NGUYỆT MINH,7.25,9.5,9.75,26.5,1,2
1949,VŨ PHƯƠNG THẢO,7.25,9.5,9.75,26.5,3,4
1950,LÊ THỊ QUYÊN,6.25,6.5,8.75,21.5,1,2
1951,HOÀNG NGỌC SÂM,7.25,8.5,6.75,22.5,2,3
1952,PHẠM KHÁNH LINH,7.25,8.5,9.75,25.5,3,4
1953,NGUYỄN HẢI ĐĂNG,7.25,7.5,8.75,23.5,5,6
1954,HOÀNG THỊ NHUNG,8.25,7.5,9.75,25.5,4,5
1955,BÙI KHÁNH MAI,6.25,9.5,8.75,24.5,3,4
1956,PHẠM ĐỨC HOÀNG,9.25,7.5,9.75,26.5,4,5
1957,PHẠM THỊ KHÁNH LY,8.25,9.5,9.75,27.5,4,5
1958,PHẠM VĂN HIẾN,7.25,7.5,9.75,24.5,5,6
1959,TRẦN PHƯƠNG LINH,9.25,6.5,8.75,24.5,4,5
1960,TRẦN NGỌC PHÁT,7.25,9.5,7.75,24.5,3,4
1961,NGÔ TRUNG HIẾU,8.25,9.5,8.75,26.5,3,4
1962,NGUYỄN HẢI LINH,8.25,7.5,9.75,25.5,1,2
1963,NGÔ NGUYỄN HẢI ANH,8.25,9.5,6.75,24.5,1,2
1964,TRẦN MẠNH HÀ,6.25,8.5,6.75,21.5,2,3
1965,MAI NGỌC AN,9.25,8.5,7.75,25.5,5,6
1966,NGUYỄN PHƯƠNG THẢO,9.25,6.5,9.75,25.5,3,4
1967,NGUYỄN MAI ANH,9.25,7.5,8.75,25.5,1,2
1968,HOÀNG MINH TUẤN,9.25,7.5,9.75,26.5,2,3
1969,NGUYỄN THÀNH ĐẠT,9.25,8.5,8.75,26.5,3,4
1970,NGUYỄN THẾ HUY,8.25,8.5,6.75,23.5,5,6
1971,LÊ HOÀNG HIỆP,6.25,9.5,8.75,24.5,2,3
1972,LÊ THỊ TRANG ANH,9.25,7.5,6.75,23.5,3,4
1973,HOÀNG TRƯỜNG SƠN,6.25,7.5,8.75,22.5,4,5
1974,NGUYỄN THỤC QUYÊN,9.25,7.5,9.75,26.5,4,5
1975,NÔNG TUẤN HIỆP,6.25,7.5,6.75,20.5,4,5
1976,TRƯƠNG THỊ ÁNH NGỌC,7.25,9.5,7.75,24.5,1,2
1977,PHẠM THỊ NGUYỆT HÀ,8.25,7.5,7.75,23.5,5,6
1978,TRẦN QUANG TRUNG,9.25,9.5,7.75,26.5,1,2
1979,BÙI THU HÀ,9.25,8.5,6.75,24.5,2,3
1980,ĐÀM BÌNH MINH,8.25,8.5,6.75,23.5,4,5
1981,NGUYỄN QUANG TUYẾN,9.25,7.5,7.75,24.5,2,3
1982,NGUYỄN THANH TÙNG,8.25,7.5,7.75,23.5,5,6
1983,NGUYỄN TIẾN DŨNG,8.25,6.5,6.75,21.5,2,3
1984,NGUYỄN MINH ANH,7.25,6.5,6.75,20.5,4,5
1985,NGUYỄN HẢI YẾN,7.25,7.5,9.75,24.5,3,4
1986,ĐỖ QUANG NAM,9.25,8.5,6.75,24.5,5,6
1987,NGUYỄN THẾ ĐẠT,7.25,6.5,6.75,20.5,4,5
1988,ĐẶNG THỊ MƠ,6.25,8.5,9.75,24.5,4,5
1989,LÊ CÔNG TUẤN,6.25,6.5,6.75,19.5,2,3
1990,TRẦN THỊ NGỌC THIỆP,9.25,9.5,6.75,25.5,4,5
1991,DƯƠNG ĐỨC CHUẨN,8.25,7.5,6.75,22.5,4,5
1992,HUỲNH PHƯƠNG NHI,6.25,8.5,7.75,22.5,5,6
1993,GIANG HỒNG HẠNH,6.25,6.5,8.75,21.5,5,6
1994,ĐÀO ĐÌNH THỊNH,7.25,9.5,6.75,23.5,3,4
1995,ĐẶNG THỊ HỒNG VÂN,6.25,7.5,7.75,21.5,2,3
1996,NGUYỄN THỊ THU HIỀN,9.25,7.5,6.75,23.5,3,4
1997,LÊ THỊ THUỲ,8.25,6.5,6.75,21.5,2,3
1998,ĐÀO PHƯƠNG NHUNG,9.25,7.5,6.75,23.5,3,4
1999,ĐẬU THANH NGÂN,6.25,6.5,8.75,21.5,3,4
2000,PHAN THỊ NGÂN THANH,9.25,9.5,7.75,26.5,2,3
2001,NGUYỄN THỊ HÀ,8.25,6.5,7.75,22.5,5,6
2002,PHẠM THỊ VÂN ANH,9.25,7.5,7.75,24.5,2,3
2003,NGÔ THỊ THANH MAI,6.25,6.5,6.75,19.5,1,2
2004,ĐÀO THÙY TRANG,6.25,9.5,6.75,22.5,3,4
2005,NGUYỄN QUANG HÀ,7.25,9.5,7.75,24.5,5,6
2006,NGUYỄN THỊ HẰNG,7.25,9.5,9.75,26.5,2,3
2007,NGUYỄN THỊ THU THỦY,7.25,9.5,7.75,24.5,3,4
2008,NGUYỄN THÙY DUNG,7.25,8.5,6.75,22.5,4,5
2009,TRƯƠNG THỊ LÊ DUNG,6.25,6.5,8.75,21.5,2,3
2010,TRẦN HỮU THẮNG,8.25,6.5,9.75,24.5,3,4
2011,NGUYỄN VĂN SƠN,9.25,8.5,6.75,24.5,3,4
2012,PHẠM THỊ LÊ NA,7.25,6.5,6.75,20.5,1,2
2013,NGUYỄN ĐỨC ANH,7.25,7.5,9.75,24.5,4,5
2014,TRƯƠNG THỊ HUYỀN,7.25,8.5,8.75,24.5,1,2
2015,NGUYỄN VIỆT HOÀNG,6.25,8.5,7.75,22.5,4,5
2016,ĐẶNG HUYỀN DUYÊN,6.25,6.5,8.75,21.5,2,3
2017,NGUYỄN THUỲ TRANG,6.25,9.5,7.75,23.5,1,2
2018,PHẠM TUẤN ANH,6.25,6.5,9.75,22.5,4,5
2019,TRẦN THỊ THƠM,6.25,9.5,6.75,22.5,5,6
2020,MAI THẢO THUỲ,8.25,7.5,7.75,23.5,3,4
2021,VŨ THỊ PHƯỢNG,6.25,8.5,8.75,23.5,3,4
2022,LÊ VƯƠNG KHÁNH LINH,8.25,8.5,6.75,23.5,3,4
2023,SĨ PHƯƠNG ANH,8.25,7.5,8.75,24.5,2,3
2024,HOÀNG THỊ QUỲNH AN,8.25,6.5,7.75,22.5,5,6
2025,NGUYỄN THỊ HIỀN THUÝ,8.25,6.5,7.75,22.5,1,2
2026,LÊ KHÁNH LY,6.25,9.5,7.75,23.5,3,4
2027,PHẠM THỊ THANH MAI,9.25,8.5,7.75,25.5,1,2
2028,LA TRUNG HUY,7.25,8.5,9.75,25.5,4,5
2029,TRẦN THỊ HẰNG,8.25,7.5,9.75,25.5,2,3
2030,ĐÀO THỊ THỦY,7.25,9.5,6.75,23.5,3,4
2031,BÙI THỊ LOAN,7.25,9.5,7.75,24.5,2,3
2032,TRỊNH HỒNG LANH,7.25,7.5,6.75,21.5,5,6
2033,NGUYỄN THỊ THANH MINH,7.25,7.5,7.75,22.5,2,3
2034,NGUYỄN HÀ NGỌC,9.25,9.5,8.75,27.5,2,3
2035,LÊ THỊ TRANG,9.25,7.5,8.75,25.5,3,4
2036,NGUYỄN TRÀ MY,9.25,7.5,7.75,24.5,4,5
2037,PHAN THỊ TỐ NGA,9.25,8.5,7.75,25.5,2,3
2038,LÊ VIỆT ĐỨC,6.25,9.5,6.75,22.5,2,3
2039,NGUYỄN THỊ NGỌC DIỆP,6.25,9.5,7.75,23.5,3,4
2040,ĐINH THẾ NGỌC,9.25,7.5,8.75,25.5,5,6
2041,NGUYỄN KHẮC TRƯỜNG,6.25,6.5,8.75,21.5,3,4
2042,HOÀNG QUỐC HIỆP,9.25,6.5,7.75,23.5,1,2
2043,NGUYỄN THỊ QUỲNH,9.25,8.5,7.75,25.5,4,5
2044,NGUYỄN TRÀ MY,9.25,8.5,8.75,26.5,3,4
2045,NGUYỄN THỊ HÀ CHANG,9.25,9.5,7.75,26.5,3,4
2046,LÊ THẾ THẮNG,9.25,8.5,7.75,25.5,1,2
2047,LÊ THỊ NGẦN,8.25,8.5,9.75,26.5,5,6
2048,ĐÀO XUÂN THẮNG,8.25,9.5,9.75,27.5,4,5
2049,ĐOÀN THỊ LAN HƯƠNG,6.25,7.5,9.75,23.5,4,5
2050,NGUYỄN THỊ PHƯƠNG LAN,6.25,9.5,9.75,25.5,2,3
2051,LÊ THANH PHƯƠNG,7.25,6.5,6.75,20.5,4,5
2052,NGUYỄN DƯƠNG THẢO AN,8.25,8.5,6.75,23.5,2,3
2053,TRẦN PHƯƠNG DUNG,9.25,8.5,9.75,27.5,1,2
2054,PHẠM THỊ THỦY,8.25,9.5,9.75,27.5,2,3
2055,TRẦN XUÂN SƠN,8.25,7.5,8.75,24.5,5,6
2056,TRẦN NGỌC ANH,9.25,8.5,6.75,24.5,5,6
2057,CÙ NGỌC TÚ,6.25,7.5,6.75,20.5,1,2
2058,TRỊNH THỊ MAI TRANG,9.25,6.5,7.75,23.5,2,3
2059,TRẦN ANH SƠN,6.25,8.5,8.75,23.5,5,6
2060,VŨ THỊ HUYỀN LINH,6.25,6.5,9.75,22.5,1,2
2061,VŨ ĐỨC TỚI,9.25,9.5,7.75,26.5,1,2
2062,VŨ THỊ QUỲNH HOA,8.25,9.5,9.75,27.5,4,5
2063,PHẠM THỊ THU HIỀN,6.25,9.5,8.75,24.5,2,3
2064,NGÔ THANH VÂN,8.25,6.5,6.75,21.5,4,5
2065,NGUYỄN TRẦN MỸ DUYÊN,8.25,6.5,7.75,22.5,4,5
2066,NGÔ QUỐC VIỆT,9.25,7.5,8.75,25.5,4,5
2067,NGUYỄN THỊ LAN ANH,6.25,8.5,8.75,23.5,3,4
2068,NGUYỄN THỊ THƠM,6.25,6.5,8.75,21.5,1,2
2069,PHẠM THỊ KIM KHÁNH,8.25,8.5,7.75,24.5,4,5
2070,TRẦN THỊ PHƯƠNG LINH,8.25,9.5,6.75,24.5,1,2
2071,BÙI DƯƠNG HOÀNG MINH,8.25,7.5,7.75,23.5,4,5
2072,NGUYỄN HUYỀN TRANG,8.25,9.5,6.75,24.5,1,2
2073,ĐẶNG THỊ PHƯƠNG LOAN,9.25,6.5,9.75,25.5,5,6
2074,NGUYỄN THỊ MỸ LINH,6.25,9.5,7.75,23.5,3,4
2075,NGUYỄN NAM ANH,6.25,9.5,6.75,22.5,5,6
2076,VŨ THỊ THÚY QUỲNH,6.25,7.5,8.75,22.5,4,5
2077,HOÀNG NGUYÊN HƯNG,6.25,9.5,8.75,24.5,1,2
2078,NGUYỄN THỊ TUYẾT,8.25,9.5,6.75,24.5,3,4
2079,CẤN THỊ KIM TUYẾN,9.25,8.5,7.75,25.5,4,5
2080,NGUYỄN THỊ HỢP,7.25,8.5,6.75,22.5,4,5
2081,PHẠM THỊ KHÁNH LY,6.25,7.5,8.75,22.5,4,5
2082,TRẦN TIẾN ĐỨC,8.25,9.5,8.75,26.5,2,3
2083,ĐỖ THẢO VÂN,9.25,8.5,6.75,24.5,5,6
2084,NGUYỄN HỒNG THUẬN,8.25,6.5,6.75,21.5,4,5
2085,CAO THỊ KIỀU TRANG,9.25,6.5,7.75,23.5,2,3
2086,CHU THỊ NGA,8.25,7.5,6.75,22.5,4,5
2087,NGUYỄN THỊ LUYẾN,7.25,7.5,6.75,21.5,5,6
2088,TRẦN THỊ DIỆP,6.25,7.5,9.75,23.5,2,3
2089,TRẦN THỊ THU GIANG,8.25,7.5,8.75,24.5,4,5
2090,LẠI VĂN ĐẠT,8.25,9.5,8.75,26.5,2,3
2091,NGUYỄN TIẾN ĐẠT,9.25,9.5,9.75,28.5,5,6
2092,NGUYỄN THỊ HẢI YẾN,7.25,8.5,7.75,23.5,4,5
2093,TRẦN VĂN LONG,9.25,6.5,7.75,23.5,5,6
2094,BÙI THỊ THẮM,7.25,9.5,6.75,23.5,4,5
2095,TRẦN THỊ MINH TƯƠI,6.25,8.5,8.75,23.5,2,3
2096,NGUYỄN THỊ THANH BÌNH,6.25,6.5,8.75,21.5,2,3
2097,VŨ THỊ THUÝ,9.25,7.5,8.75,25.5,4,5
2098,NGUYỄN ĐỨC THANH,9.25,9.5,8.75,27.5,2,3
2099,ĐOÀN THỊ THU HƯỜNG,6.25,7.5,8.75,22.5,4,5
2100,NGUYỄN TRUNG LÂM,6.25,8.5,7.75,22.5,3,4
2101,LÊ THỊ THU HIỀN,7.25,8.5,9.75,25.5,3,4
2102,PHẠM THỊ HỒNG NHUNG,7.25,7.5,6.75,21.5,4,5
2103,NGUYỄN THỊ TUYẾN,6.25,6.5,8.75,21.5,4,5
2104,NGUYỄN THỊ NGOAN,7.25,6.5,8.75,22.5,4,5
2105,VƯƠNG QUANG BÁCH,9.25,6.5,8.75,24.5,1,2
2106,PHẠM BÌNH NAM,7.25,6.5,9.75,23.5,2,3
2107,VŨ THỊ XUÂN MAI,8.25,8.5,6.75,23.5,1,2
2108,CAO THỊ NGỌC TRÂM,7.25,7.5,8.75,23.5,4,5
2109,NGUYỄN ĐĂNG QUANG,8.25,6.5,9.75,24.5,5,6
2110,NGUYỄN MINH KHẢI,7.25,7.5,6.75,21.5,1,2
2111,NGUYỄN THU HÀ,9.25,9.5,6.75,25.5,2,3
2112,NGHIÊM THỊ MAI,9.25,7.5,7.75,24.5,5,6
2113,PHẠM VĂN LINH,6.25,9.5,8.75,24.5,1,2
2114,HÀ THỊ PHƯƠNG THẢO,9.25,8.5,7.75,25.5,5,6
2115,PHẠM THỊ NGHĨA,9.25,6.5,8.75,24.5,3,4
2116,HỮU THỊ THU UYÊN,6.25,8.5,8.75,23.5,5,6
2117,NGUYỄN ĐỨC TUẤN,7.25,9.5,9.75,26.5,1,2
2118,NGUYỄN HOÀNG LÂM DUY,8.25,8.5,8.75,25.5,2,3
2119,LÊ MINH ÁNH,8.25,8.5,8.75,25.5,4,5
2120,LƯƠNG THỊ HƯƠNG GIANG,6.25,7.5,6.75,20.5,4,5
2121,NGUYỄN THỊ NHƯ,8.25,8.5,8.75,25.5,3,4
2122,DƯƠNG THÚY QUỲNH,9.25,8.5,9.75,27.5,2,3
2123,MAI THẢO PHƯƠNG,8.25,8.5,7.75,24.5,5,6
2124,VŨ HỒNG SƠN,7.25,8.5,9.75,25.5,4,5
2125,NGUYỄN ĐỨC MINH,9.25,8.5,9.75,27.5,2,3
2126,NGUYỄN GIA HUY,8.25,6.5,7.75,22.5,5,6
2127,NGUYỄN THỊ DUNG,6.25,9.5,8.75,24.5,2,3
2128,NGUYỄN THỊ THANH TÂM,6.25,6.5,8.75,21.5,3,4
